pl_name,sy_snum,pl_orbsmax,pl_rade,st_rad,sy_dist
Kepler-629 b,1,0.0712,1.38,0.84,372.05
Kepler-63 b,1,0.08,6.11,0.9,194.033
Kepler-630 b,1,0.5729,3.18,1.04,839.784
Kepler-631 b,1,0.1447,2.9,1.33,761.966
Kepler-632 b,1,0.1885,2.21,0.84,349
Kepler-633 b,1,0.0815,1.63,1.15,680.54
Kepler-633 c,1,0.1618,2.296,1.27,680.54
Kepler-634 b,1,0.0578,1.89,1.24,888.027
Kepler-635 b,1,0.1764,2.64,1.51,1141.08
Kepler-636 b,2,0.1185,4.45,0.8,310.301
Kepler-637 b,1,0.1867,4.75,2.56,786.091
Kepler-638 b,1,0.0632,1.83,0.93,991.214
Kepler-639 b,1,0.0966,2.38,1.29,850.242
Kepler-640 b,1,0.1566,2.56,0.94,557.787
Kepler-641 b,1,0.0879,1.85,1.13,969.918
Kepler-642 b,1,0.0589,2.9,1.66,781.582
Kepler-643 b,1,0.126,10.16,2.52,1063.58
Kepler-644 b,1,0.0466,3.15,1.81,1318.05
Kepler-645 b,1,0.049,2.1,1.21,1173.57
Kepler-646 b,1,0.1149,1.99,0.91,451.794
Kepler-647 b,1,0.1222,1.17,1.07,1087.87
Kepler-647 c,1,0.1827,4.001,1.55,1087.87
Kepler-648 b,1,0.1341,3.22,0.98,636.03
Kepler-649 b,1,0.1805,2.26,0.94,513.748
Kepler-65 b,1,0.035,1.42,1.41,303.728
Kepler-65 c,1,0.068,2.58,1.41,303.728
Kepler-65 d,1,0.084,1.52,1.41,303.728
Kepler-65 e,1,0.853931,13.9,1.44,303.728
Kepler-650 b,1,0.0421,2.96,1.35,884.378
Kepler-651 b,1,0.1409,2.37,0.87,509.408
Kepler-652 b,1,0.0503,2.49,0.88,394.55
Kepler-653 b,1,0.1197,1.95,1.19,595.634
Kepler-653 c,1,0.0186,0.78,1.19,595.634
Kepler-654 b,1,0.1116,2.07,1.11,974.124
Kepler-655 b,1,0.2559,2.71,1.24,752.562
Kepler-656 b,1,0.0232,3.12,0.82,890.352
Kepler-656 c,1,0.0602,1.41,0.95,890.352
Kepler-657 b,1,0.1654,3.52,1.01,1691.88
Kepler-658 b,1,0.0188,1.63,0.6,388.384
Kepler-659 b,1,0.1204,2.5,0.74,722.64
Kepler-66 b,1,0.1352,2.8,0.97,1202.96
Kepler-660 b,1,0.0759,2.57,0.71,568.431
Kepler-661 b,1,0.0585,3.07,0.67,534.788
Kepler-662 b,1,0.1408,2.18,0.74,815.637
Kepler-663 b,1,0.0559,2.6,0.82,1063.09
Kepler-664 b,1,0.0374,2.66,1.02,1210.12
Kepler-665 b,1,0.1148,2.6,0.74,612.838
Kepler-666 b,1,0.0542,2.4,1.05,1508.71
Kepler-667 b,1,0.2288,4.73,0.87,2302.45
Kepler-668 b,1,0.0768,2.7,0.82,784.618
Kepler-669 b,1,0.0529,4.83,1.2,2063.41
Kepler-67 b,1,0.1171,2.94,0.78,1131.19
Kepler-670 b,1,0.0383,13.18,0.99,939.744
Kepler-671 b,1,0.0503,2.69,0.95,1168.26
Kepler-672 b,1,0.2163,2.5,0.92,1033.93
Kepler-673 b,1,0.0455,6.54,0.84,918.21
Kepler-674 b,1,0.028,1.69,0.57,342.254
Kepler-675 b,1,0.0325,2.44,0.75,665.68
Kepler-676 b,1,0.0798,3.04,0.49,295.196
Kepler-677 b,1,0.067,5.38,0.99,1954.08
Kepler-678 b,1,0.0732,5.14,0.91,1826.15
Kepler-679 b,1,0.0983,3.01,0.84,922.244
Kepler-68 b,2,0.06135,2.357,1.26,144.166
Kepler-68 c,2,0.09008,0.979,1.26,144.166
Kepler-68 d,2,1.469,13.9,1.26,144.166
Kepler-68 e,2,4.6,11.2,1.26,144.166
Kepler-680 b,1,0.0469,2.42,1.11,1492.48
Kepler-681 b,1,0.1635,3.08,0.76,686.923
Kepler-682 b,1,0.1058,7.37,0.89,1979.25
Kepler-683 b,1,0.0355,1.97,0.95,1023.07
Kepler-684 b,1,0.064,3.36,0.86,1731.27
Kepler-685 b,1,0.0265,10.58,1.16,938.715
Kepler-686 b,1,0.0258,12.15,0.92,1490.94
Kepler-687 b,1,0.1326,3.52,0.73,633.66
Kepler-688 b,1,0.046,9.76,0.96,1357.75
Kepler-689 b,1,0.1449,2.89,0.88,1131.73
Kepler-69 b,1,0.094,2.24,0.93,730.625
Kepler-69 c,1,0.64,1.71,0.93,730.625
Kepler-690 b,1,0.081,5.95,1.16,1665.31
Kepler-691 b,1,0.0649,2.09,0.5,279.115
Kepler-692 b,1,0.1495,3.11,0.86,991.336
Kepler-693 b,2,0.1121,10.18,0.72,1151.51
Kepler-694 b,1,0.0659,2.8,0.95,1023.06
Kepler-695 b,1,0.0374,9.21,0.8,842.947
Kepler-696 b,1,0.0535,6.14,1.08,1416.44
Kepler-697 b,1,0.0471,4.13,0.88,1277.33
Kepler-698 b,1,0.1255,3.68,0.91,1995.57
Kepler-7 b,1,0.06067,18.181,1.97,922.562
Kepler-700 b,1,0.3577,5.99,0.96,1491.76
Kepler-701 b,1,0.0895,2.84,0.84,774.152
Kepler-702 b,1,0.088,9.17,0.86,992.071
Kepler-703 b,1,0.0535,8.2,1.27,1156.83
Kepler-704 b,1,0.047,2.61,0.96,1228.83
Kepler-705 b,1,0.232,2.11,0.51,276.881
Kepler-707 b,1,0.0325,1.33,0.76,591.776
Kepler-708 b,1,0.0426,2.93,0.96,1394.22
Kepler-709 b,1,0.1173,2.92,0.77,664.843
Kepler-710 b,1,0.0524,1.88,0.91,1448.34
Kepler-711 b,1,0.1429,3.41,0.8,624.575
Kepler-712 b,1,0.1378,3.41,0.78,872.493
Kepler-712 c,1,0.6732,4.85,0.78,872.493
Kepler-713 b,1,0.0748,2.48,0.99,1089.87
Kepler-714 b,1,0.0832,9.67,1.12,2083.37
Kepler-715 b,1,0.0933,3.75,1.04,1327.44
Kepler-716 b,1,0.0873,2.9,0.78,635.009
Kepler-716 c,1,0.046,1.393,0.74,635.009
Kepler-717 b,1,0.052,2.42,0.85,2805.48
Kepler-718 b,1,0.0322,16.56,1.3,1302.33
Kepler-719 b,1,0.0556,8.52,0.98,2497.51
Kepler-720 b,1,0.0539,8.41,0.92,1065.37
Kepler-721 b,1,0.0583,2.64,0.78,926.598
Kepler-722 b,1,0.0514,2.63,1.05,1239.5
Kepler-722 c,1,0.4471,2.82,1.05,1239.5
Kepler-723 b,1,0.0479,12.19,0.89,1071.8
Kepler-724 b,1,0.0433,3.29,0.86,853.119
Kepler-725 b,1,0.215,10.63,0.84,758.469
Kepler-726 b,1,0.1406,3.26,0.85,762.081
Kepler-727 b,1,0.0546,2.53,0.86,831.842
Kepler-728 b,1,0.0625,3.34,0.93,1765.23
Kepler-729 b,1,0.0432,3.58,0.91,1921.15
Kepler-730 b,1,0.0694,12.33,1.41,1935.04
Kepler-730 c,1,0.03997,1.569,1.41,1935.04
Kepler-731 b,1,0.0505,13.88,1.06,1257.16
Kepler-732 b,1,0.0691,2.18,0.46,174.826
Kepler-732 c,1,0.0143,1.27,0.46,174.826
Kepler-733 b,1,0.1483,2.82,0.86,916.706
Kepler-734 b,1,0.0583,3.56,0.78,1157.21
Kepler-735 b,1,0.0965,2.95,0.8,695.059
Kepler-736 b,1,0.0428,2.93,0.81,1005.43
Kepler-737 b,1,0.1422,1.96,0.48,205.118
Kepler-738 b,1,0.1552,2.5,0.82,1113.65
Kepler-739 b,1,0.1054,3.32,0.9,1370.65
Kepler-74 b,1,0.0781,10.76,1.12,1177.55
Kepler-740 b,1,0.0462,4.57,0.87,1442.02
Kepler-741 b,1,0.0744,2.97,1.24,1661.87
Kepler-742 b,1,0.0744,3.24,0.71,489.253
Kepler-743 b,2,0.0418,1.21,0.85,278.987
Kepler-744 b,1,0.0993,1.62,0.93,449.964
Kepler-745 b,1,0.0915,2.16,1.04,1780.38
Kepler-746 b,1,0.0435,1.11,0.93,450
Kepler-747 b,1,0.1916,5.27,0.78,3347.16
Kepler-748 b,1,0.0745,2.52,1.1,1705.99
Kepler-749 b,1,0.1054,3.1,0.75,721.027
Kepler-75 b,1,0.0818,11.77,0.89,835.356
Kepler-750 b,1,0.093,3.07,1.23,1296.02
Kepler-750 c,1,0.0533,1.62,1.23,1296.02
Kepler-751 b,1,0.1263,2.46,0.84,760.43
Kepler-752 b,1,0.1353,2.81,0.83,1232.29
Kepler-753 b,1,0.054,1.91,0.65,274.767
Kepler-754 b,1,0.116,2.01,1.08,1770.27
Kepler-755 b,2,0.0214,1.76,0.77,399.034
Kepler-755 c,2,0.0367,1.26,0.77,399.034
Kepler-756 b,1,0.0219,1.12,0.79,852
Kepler-757 b,1,0.019,1.36,1.13,1068.68
Kepler-758 b,1,0.1019,2.48,1.42,1502.32
Kepler-758 c,1,0.0547,1.69,1.42,1502.32
Kepler-758 d,1,0.1447,2.12,1.42,1502.32
Kepler-758 e,1,0.0785,1.53,1.42,1502.32
Kepler-759 b,1,0.2329,2.27,1.04,1073.48
Kepler-76 b,1,0.0274,15.244,1.32,822.96
Kepler-760 b,1,0.0772,3.06,0.85,792.336
Kepler-760 c,1,0.0333,1.48,0.85,792.336
Kepler-761 b,1,0.0874,2.03,0.93,830.707
Kepler-762 b,1,0.0493,12.68,1.08,1898.26
Kepler-763 b,1,0.0205,1.22,0.8,962.459
Kepler-763 c,1,0.0466,1.42,0.84,962.459
Kepler-763 d,1,0.0634,1.67,0.84,962.459
Kepler-764 b,1,0.0724,1.64,0.89,1047.84
Kepler-765 b,1,0.1754,2.43,1.06,1076.28
Kepler-766 b,1,0.066,3.39,1.15,2297.62
Kepler-767 b,1,0.5874,6.64,0.94,2251.03
Kepler-768 b,1,0.092,1.79,0.78,784.56
Kepler-769 b,1,0.0778,2.92,1.28,1169.57
Kepler-769 c,1,0.1297,1.79,1.28,1169.57
Kepler-77 b,1,0.04501,10.761,0.99,639.411
Kepler-770 b,1,0.1694,2.3,0.92,930.457
Kepler-770 c,1,0.0309,1.2,0.92,930.457
Kepler-770 d,1,0.0616,1.4,0.92,930.457
Kepler-771 b,1,0.0843,1.82,1.05,1393.85
Kepler-772 b,1,0.1071,1.82,1.11,1130.21
Kepler-773 b,1,0.047,1.43,1.01,547.026
Kepler-774 b,1,0.1114,3.17,2.42,917.804
Kepler-775 b,1,0.0187,1.19,0.84,398.676
Kepler-776 b,1,0.0523,1.28,0.78,727.904
Kepler-777 b,1,0.0519,1.47,0.56,443.106
Kepler-778 b,1,0.0453,1.68,0.77,938.168
Kepler-779 b,2,0.0533,0.92,0.44,283.155
Kepler-78 b,2,0.00901,1.201,0.75,124.376
Kepler-780 b,1,0.015,0.89,1.02,557.652
Kepler-781 b,1,0.1019,2.89,0.78,1064.47
Kepler-782 b,1,0.5444,3.21,1.01,446.844
Kepler-783 b,1,0.0491,0.78,0.89,516.09
Kepler-783 c,1,0.0684,2.332,0.87,516.09
Kepler-784 b,1,0.1967,1.58,1.32,1303.72
Kepler-784 c,1,0.1309,1.55,1.49,1303.72
Kepler-785 b,1,0.025,13.02,0.71,642.051
Kepler-786 b,1,0.2548,2.43,0.74,485.318
Kepler-787 b,1,0.0159,1.28,0.62,503.568
Kepler-788 b,1,0.0835,2.55,1.23,1775.8
Kepler-789 b,1,0.0951,2.12,1.02,1480.16
Kepler-79 b,1,0.117,3.47,1.3,1020.72
Kepler-79 c,1,0.187,3.72,1.3,1020.72
Kepler-79 d,1,0.287,7.16,1.3,1020.72
Kepler-79 e,1,0.386,3.49,1.3,1020.72
Kepler-790 b,1,0.101,2.18,0.8,703.168
Kepler-791 b,1,0.1256,3.05,1.47,1266.34
Kepler-792 b,1,0.0988,1.96,1.12,1425.47
Kepler-793 b,1,0.0491,1.37,0.97,985.699
Kepler-794 b,1,0.1036,2.11,1.38,931.192
Kepler-795 b,2,0.1817,1.68,0.96,492.122
Kepler-796 b,1,0.0662,1.3,1.09,817.584
Kepler-797 b,1,0.181,2.17,0.95,1315.26
Kepler-798 b,1,0.1174,2.39,1.29,972.274
Kepler-799 b,1,0.5167,6.88,0.93,1509.084
Kepler-799 c,1,0.1214,2.781,1.59,1509.084
Kepler-8 b,1,0.0474,15.872,1.49,1021.87
Kepler-80 b,1,0.0648,2.67,0.68,369.451
Kepler-80 c,1,0.0792,2.74,0.68,369.451
Kepler-80 d,1,0.0372,1.53,0.68,369.451
Kepler-80 e,1,0.0491,1.6,0.68,369.451
Kepler-80 f,1,0.0175,1.21,0.68,369.451
Kepler-80 g,1,0,1.13,0.68,369.451
Kepler-800 b,1,0.1106,2.85,0.82,1019.26
Kepler-801 b,1,0.0795,2,0.63,440.426
Kepler-802 b,1,0.2265,3.54,0.9,780.585
Kepler-803 b,1,0.2678,3.79,1.12,639.771
Kepler-804 b,1,0.1137,1.94,1.05,649.65
Kepler-804 c,1,0.0872,1.14,1.05,649.65
Kepler-805 b,1,0.1978,2.89,1.65,638.49
Kepler-806 b,1,0.0764,1.14,1.16,361.896
Kepler-808 b,1,0.0116,1.46,0.71,321
Kepler-809 b,1,0.2901,3.01,0.98,961.405
Kepler-81 b,1,0.0522,2.42,0.59,348.291
Kepler-81 c,1,0.08347,2.37,0.59,348.291
Kepler-81 d,1,0.128,1.21,0.59,348.291
Kepler-810 b,1,0.055,1.93,1.04,1458.59
Kepler-811 b,1,0.1583,2.7,1.24,985.041
Kepler-812 b,1,0.1024,3.55,1.71,1482.74
Kepler-813 b,1,0.1439,2.14,0.93,840
Kepler-814 b,1,0.0695,2.12,1.22,2055.77
Kepler-815 b,1,0.0888,4.11,3.42,1259.28
Kepler-816 b,1,0.0895,10.24,0.85,983.697
Kepler-817 b,1,0.0493,9.03,1.03,1484.46
Kepler-818 b,1,0.0886,5.11,0.92,925.037
Kepler-819 b,1,0.1894,2.76,0.81,664.306
Kepler-82 b,1,0.1683,4.07,0.9,904.326
Kepler-82 c,1,0.2626,5.34,0.9,904.326
Kepler-82 d,1,0.034,1.77,0.95,904.326
Kepler-82 e,1,0.063,2.47,0.95,904.326
Kepler-82 f,1,0.3395,4.84,0.9,904.326
Kepler-820 b,1,0.5829,6.09,1.36,1387.2
Kepler-821 b,1,0.029,1.31,0.8,614.571
Kepler-822 b,1,0.0412,1.77,1.08,860.391
Kepler-823 b,1,0.0507,1.57,0.96,1389.27
Kepler-824 b,1,0.055,1.87,1.22,1201.4
Kepler-825 b,1,0.0453,1.53,1.08,807.85
Kepler-825 c,1,0.0759,1.84,1.08,807.85
Kepler-826 b,1,0.0528,1.25,1.15,779.596
Kepler-827 b,1,0.2742,5.63,0.91,2046.68
Kepler-828 b,1,0.0125,1.51,0.77,575.322
Kepler-829 b,1,0.0678,2.11,0.97,1073.76
Kepler-83 b,2,0.07295,2.83,0.61,400.409
Kepler-83 c,2,0.11796,2.36,0.61,400.409
Kepler-83 d,2,0.051,1.94,0.59,400.409
Kepler-830 b,1,0.1033,1.7,1.11,1122
Kepler-831 b,1,0.0603,1.27,0.97,593.54
Kepler-832 b,1,0.075,2.06,0.9,1688.12
Kepler-833 b,1,0.1139,2.02,0.62,467.37
Kepler-834 b,1,0.0862,2.02,0.66,633.937
Kepler-835 b,1,0.107,2.79,1.11,2406.33
Kepler-836 b,1,0.1013,2.73,1.04,980.035
Kepler-837 b,1,0.1144,2.56,0.81,901.907
Kepler-838 b,1,0.1266,2.73,0.96,1104.04
Kepler-839 b,1,0.2341,2.57,1.31,944.561
Kepler-84 b,1,0.0827,2.23,1.43,1023.9
Kepler-84 c,1,0.1072,2.36,1.43,1023.9
Kepler-84 d,1,0.052,1.38,1.17,1023.9
Kepler-84 e,1,0.181,2.6,1.17,1023.9
Kepler-84 f,1,0.25,2.2,1.17,1023.9
Kepler-841 b,1,0.479,5.23,0.81,998.961
Kepler-842 b,1,0.0204,1.6,0.73,532.726
Kepler-843 b,1,0.0313,2.59,1.03,1165.66
Kepler-844 b,1,0.0298,1.68,0.57,431.776
Kepler-845 b,1,0.017,2.04,0.75,431.051
Kepler-846 b,1,0.1399,2.48,0.91,1127.12
Kepler-847 b,1,0.0315,1.18,0.77,513.103
Kepler-848 b,1,0.072,1.7,1.2,1378.47
Kepler-849 b,1,1.137,8.082,1.82,822.134
Kepler-85 b,1,0.0766,1.778,0.88,765.025
Kepler-85 c,1,0.1007,1.978,0.88,765.025
Kepler-85 d,1,0.13,1.2,0.89,765.025
Kepler-85 e,1,0.163,1.27,0.89,765.025
Kepler-850 b,1,0.0744,1.78,1.09,1661.28
Kepler-851 b,1,0.0802,1.68,0.85,839.255
Kepler-852 b,1,0.2654,2.54,1.16,1619.03
Kepler-853 b,1,0.0779,1.69,1.55,568.676
Kepler-855 b,1,0.0762,8.35,1.03,1506.58
Kepler-856 b,1,0.0787,9.3,0.93,1351.17
Kepler-857 b,1,0.3751,6.8,0.99,983.502
Kepler-858 b,1,0.3403,4.87,0.91,298.532
Kepler-859 b,1,0.1345,3.09,0.77,839.903
Kepler-860 b,1,0.058,3.24,1.06,1056.36
Kepler-861 b,1,0.0463,2.28,0.78,850.327
Kepler-862 b,1,0.039,2.21,0.84,1039.03
Kepler-863 b,1,0.122,2.9,0.95,1499.66
Kepler-864 b,1,0.0687,2.4,1,2022.9
Kepler-864 c,1,0.0382,1.62,1.2,2022.9
Kepler-865 b,1,0.1057,2.49,0.92,586.137
Kepler-865 c,1,0.061,0.89,0.89,586.137
Kepler-866 b,1,0.0331,1.63,0.71,646.667
Kepler-867 b,1,0.5375,4.64,0.91,1195.54
Kepler-868 b,1,0.0575,2.05,0.89,1593.13
Kepler-869 b,1,0.2244,3.61,0.95,939.455
Kepler-87 b,1,0.481,13.49,1.82,1232.9
Kepler-87 c,1,0.676,6.14,1.82,1232.9
Kepler-870 b,1,0.1539,2.78,1.02,1259.46
Kepler-871 b,1,0.1572,3.74,1.14,1976.05
Kepler-872 b,1,0.0362,1.99,1.08,879.683
Kepler-873 b,1,0.1542,3.75,1.27,1182.22
Kepler-874 b,1,0.2234,3.94,1.13,1082.16
Kepler-875 b,1,0.1771,2.9,1.11,1242.62
Kepler-876 b,1,0.0549,1.43,0.77,820.913
Kepler-877 b,1,0.1301,2.12,0.81,602.176
Kepler-878 b,1,0.165,1.93,0.77,791.625
Kepler-879 b,1,0.2012,2.57,1.02,802.672
Kepler-88 d,1,2.46633,13.1,0.9,376.863
Kepler-880 b,1,0.0915,2.66,1.74,601.324
Kepler-880 c,1,0.1216,2.87,2.6,601.324
Kepler-881 b,1,0.0552,1.78,1.09,1375.18
Kepler-882 b,1,0.0449,1.23,0.87,504.605
Kepler-883 b,1,0.1055,1.78,1.09,627.455
Kepler-884 b,1,0.0622,1.23,0.94,476.733
Kepler-885 b,1,0.1432,2.5,1.35,651.318
Kepler-886 b,1,0.067,1.52,1.16,711.297
Kepler-887 b,1,0.1536,1.84,1.29,886.588
Kepler-887 c,1,0.0797,1.13,1.29,886.588
Kepler-888 b,1,0.328,1.76,0.9,420.817
Kepler-889 b,1,0.0492,1.09,1.25,598.313
Kepler-890 b,1,0.2944,8.89,1.13,1712.12
Kepler-891 b,1,0.2881,6.41,1.07,2340.58
Kepler-892 b,1,0.1015,2.81,0.72,570.727
Kepler-893 b,1,0.0699,3.03,0.99,1285.59
Kepler-894 b,1,0.0916,2.78,0.85,1162.91
Kepler-895 b,1,0.0328,1.54,0.61,540.134
Kepler-896 b,1,0.5164,2.53,0.81,2334.93
Kepler-896 c,1,0.1792,3.15,0.8,2334.93
Kepler-897 b,1,0.077,2.39,1.04,1519.25
Kepler-898 b,1,0.0545,1.49,0.62,484.891
Kepler-899 b,1,0.1392,2.68,0.91,1246.43
Kepler-9 b,1,0.143,8.29,0.96,628.257
Kepler-9 c,1,0.227,8.08,0.96,628.257
Kepler-9 d,1,0.0273,1.64,1.02,628.257
Kepler-90 i,1,0.120138,1.32,1.29,848.254
Kepler-900 b,1,0.0679,2.08,0.73,487.525
Kepler-901 b,1,0.0378,1.37,0.57,253.867
Kepler-902 b,1,0.223,2.54,0.93,1165.34
Kepler-903 b,1,0.0907,2.01,0.97,1369.24
Kepler-903 c,1,0.302,2.53,0.97,1369.24
Kepler-904 b,1,0.0417,1.77,1.25,978.125
Kepler-905 b,1,0.0572,1.41,0.86,529.268
Kepler-906 b,1,0.2359,2.11,1.02,757.791
Kepler-907 b,1,0.1225,1.2,1.38,352
Kepler-908 b,3,0.0247,1.22,1.12,290.843
Kepler-909 b,1,0.1175,1.47,1.23,309.596
Kepler-91 b,1,0.0731,15.323,6.3,1294.69
Kepler-910 b,1,0.0382,0.82,1.5,400.289
Kepler-911 b,1,0.1549,2.6,1.99,556.168
Kepler-912 b,1,0.0339,2.8,1.11,2004.72
Kepler-913 b,1,0.1009,2.06,0.61,991.618
Kepler-913 c,1,0.0699,3.858,1.8,991.618
Kepler-914 b,1,0.0544,1.38,1.15,753.723
Kepler-915 b,1,0.0566,1.5,1.38,849.036
Kepler-916 b,1,0.1885,1.76,0.81,830.712
Kepler-917 b,1,0.0378,1.91,0.76,3460.51
Kepler-918 b,1,0.0569,1.74,1.14,1025.03
Kepler-919 b,1,0.0981,2.25,1.21,1119.87
Kepler-92 b,1,0.122268,3.51,1.7,477.992
Kepler-92 c,1,0.190427,2.6,1.7,477.992
Kepler-92 d,1,0.286661,2.067,1.82,477.992
Kepler-920 b,1,0.065,2.42,0.85,1001.68
Kepler-920 c,1,0.4029,3.8,0.85,1001.68
Kepler-921 b,1,0.2716,2.87,0.91,934.49
Kepler-922 b,1,0.0182,1.42,0.93,536.323
Kepler-923 b,1,0.0715,1.38,1.26,1000.28
Kepler-924 b,1,0.3359,3.07,1.23,1053.04
Kepler-925 b,1,0.1805,2.34,0.72,611.115
Kepler-926 b,1,0.2739,2.31,1.01,921.361
Kepler-927 b,1,0.0866,1.72,0.99,831.685
Kepler-928 b,1,0.0444,1.59,0.7,508.809
Kepler-929 b,1,0.0192,1.11,1.02,1311.23
Kepler-93 b,1,0.05343,1.478,0.92,95.9115
Kepler-93 c,1,0,0,0.92,95.9115
Kepler-930 b,1,0.3475,2.13,1.4,848.396
Kepler-931 b,1,0.0719,1.33,0.81,490
Kepler-932 b,1,0.0279,1.37,0.84,465.612
Kepler-933 b,1,0.1041,2.46,0.84,1017.2
Kepler-934 b,1,0.2658,2.09,0.77,608.738
Kepler-935 b,1,0.0527,1.35,0.73,471.782
Kepler-936 b,1,0.0954,1.45,0.89,823.399
Kepler-937 b,1,0.3214,3.72,1.22,1571.46
Kepler-937 c,1,0.5545,2.67,1.22,1571.46
Kepler-938 b,1,0.2689,2.22,0.89,1182.05
Kepler-939 b,1,0.1153,1.75,0.85,2093.62
Kepler-94 b,1,0.03106,3.51,0.76,191.904
Kepler-94 c,1,1.596807,12.5,0.76,191.904
Kepler-940 b,1,0.3059,3.34,0.96,1260.78
Kepler-941 b,1,0.1311,3.08,0.86,1088.36
Kepler-942 b,1,0.2298,2.13,0.75,216.354
Kepler-943 b,1,0.2559,5.93,0.91,2300.53
Kepler-944 b,1,0.2288,2.63,0.83,1349.43
Kepler-945 b,1,0.2037,2.63,0.97,1651.25
Kepler-946 b,1,0.1002,1.93,0.93,1137.29
Kepler-947 b,1,0.1773,2.28,0.87,1730.78
Kepler-948 b,1,0.0749,1.85,0.94,868.017
Kepler-949 b,1,0.0774,2.91,0.86,486.105
Kepler-949 c,1,0.1394,2.97,0.9,486.105
Kepler-95 b,1,0.102279,3.42,1.41,445.656
Kepler-950 b,1,0.3982,8.98,1.02,2161.6
Kepler-951 b,2,0.3091,5.59,0.73,382.509
Kepler-952 b,1,0.5183,7.65,0.99,1304.25
Kepler-953 b,1,0.392,4.21,0.99,258.893
Kepler-953 c,1,0.0862,1.19,0.99,258.893
Kepler-954 b,1,0.118,2.32,0.76,215.814
Kepler-955 b,1,0.1083,3.13,0.84,550.383
Kepler-956 b,1,0.0596,3,1.15,544.939
Kepler-957 b,1,0.0559,5.5,0.75,824.688
Kepler-958 b,1,0.0852,2.06,0.86,449.773
Kepler-959 b,1,0.1633,4.38,2.01,807.729
Kepler-96 b,1,0.126039,2.67,1.02,122.881
Kepler-960 b,1,0.0414,2.29,0.72,284.916
Kepler-961 b,1,0.1245,2.55,0.9,574.314
Kepler-962 b,1,0.0984,1.97,0.86,411.486
Kepler-963 b,1,0.0849,2.66,0.87,771.494
Kepler-964 b,1,0.1063,2.12,0.84,454.626
Kepler-965 b,1,0.512,3.38,1.15,582.828
Kepler-966 b,1,0.3907,4.13,1.02,1027.8
Kepler-967 b,1,0.1027,2.35,0.8,568.546
Kepler-967 c,1,0.6253,3.65,0.8,568.546
Kepler-968 b,1,0.0389,2,0.7,290.324
Kepler-968 c,1,0.052,1.69,0.7,290.324
Kepler-969 b,1,0.2027,2.07,0.82,390.354
Kepler-969 c,1,0.0272,0.99,0.82,390.354
Kepler-97 b,1,0.035618,1.48,0.98,400.907
Kepler-97 c,1,0,0,0.98,400.907
Kepler-970 b,2,0.139,2.609,0.71,331.545
Kepler-971 b,1,0.0827,2.13,0.85,338.522
Kepler-972 b,1,0.0734,4.65,1.22,1198.03
Kepler-973 b,1,0.2508,1.96,0.78,328.52
Kepler-974 b,1,0.0419,1.57,0.5,134.311
Kepler-975 b,1,0.0303,1.48,0.75,426.088
Kepler-975 c,1,0.0567,10.69,1.67,426.088
Kepler-976 b,1,0.4217,3.96,0.83,1012.41
Kepler-977 b,1,0.162,2.62,0.83,568.751
Kepler-978 b,1,0.2726,2.99,1.09,682.522
Kepler-979 b,1,0.0753,2.72,0.83,576.503
Kepler-98 b,1,0.026126,1.99,1.11,350.315
Kepler-980 b,1,0.1005,2.67,1.06,961.468
Kepler-981 b,1,0.0535,2.31,0.96,878.082
Kepler-982 b,1,0.1291,2.25,1.29,801.479
Kepler-983 b,1,0.3148,2.36,1.08,714.437
Kepler-984 b,1,0.2327,2.12,0.93,460.188
Kepler-985 b,1,0.4451,2.98,0.85,679.361
Kepler-986 b,1,0.276,2.36,0.98,548.364
Kepler-987 b,1,0.4238,3.26,0.91,914.126
Kepler-988 b,1,0.1085,2.07,0.53,304.889
Kepler-989 b,1,0.0734,2.21,0.78,491.978
Kepler-99 b,2,0.050692,1.48,0.73,208.369
Kepler-990 b,1,0.0883,2.6,1.08,802.163
Kepler-990 c,1,0.0127,1.53,1.08,802.163
Kepler-991 b,1,0.3104,2.54,0.61,389.561
Kepler-992 b,1,0.1339,1.62,0.74,259.639
Kepler-993 b,1,0.13,2.97,0.54,324.423
Kepler-994 b,1,0.0177,1.6,0.54,188.158
Kepler-995 b,1,0.1701,2.7,0.8,609.638
Kepler-996 b,1,0.0474,1.98,1.14,1216.58
Kepler-997 b,1,0.0397,1.36,1.56,467.568
Kepler-998 b,1,0.0626,2.32,1.18,986.364
Kepler-999 b,1,0.0681,2.34,1.65,545.063
L 168-9 b,1,0.0208,1.63,0.6,25.1496
L 363-38 b,1,0.048,2,0.27,10.2295
L 98-59 b,1,0.02191,0.85,0.3,10.6194
L 98-59 c,1,0.0304,1.385,0.3,10.6194
L 98-59 d,1,0.0486,1.521,0.3,10.6194
L 98-59 e,1,0.0717,1.56,0.3,10.6194
LHS 1140 b,1,0.0946,1.73,0.22,14.9861
LHS 1140 c,1,0.027,1.272,0.22,14.9861
LHS 1478 b,1,0.01848,1.242,0.25,18.2276
LHS 1678 b,2,0.01239,0.685,0.33,19.8782
LHS 1678 c,2,0.0327,0.941,0.33,19.8782
LHS 1678 d,2,0.04,0.981,0.33,19.8782
LHS 1815 b,1,0.0404,1.088,0.5,29.8424
LHS 3154 b,1,0.02262,3.69,0.14,15.7606
LHS 3844 b,1,0.00622,1.303,0.19,14.8846
LHS 475 b,1,0.02037,0.991,0.28,12.4814
LP 714-47 b,1,0.0417,4.7,0.58,52.616
LP 791-18 b,1,0.00978,1.212,0.18,26.4927
